id,evidence,claim,label,topic_ip,question
12979," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ",Can you boost your immune system to fight COVID-19? This is the question on everyone's mind as we face a worldwide crisis.,Neutral,3,will SARS-CoV2 infected people develop immunity?
4444,"Our results suggest use of face masks by the general public is potentially of high value in curtailing community transmission and the burden of the pandemic. The community-wide benefits are likely to be greatest when face masks are used in conjunction with other non-pharmaceutical practices (such as social-distancing), and when adoption is nearly universal (nation-wide) and compliance is high.","Do COVID-19 Face Masks Work If Kids Can't Stop Touching them? Yes, masks are still effective in preventing the spread of COVID-19, even if children keep touching them. ",Supports,44,How much impact do masks have on preventing the spread of the COVID-19?
7041,"Although there is currently no evidence that animals play a substantial role in spreading COVID-19, CDC advises persons with suspected or confirmed COVID-19 to restrict contact with animals during their illness and to monitor any animals with confirmed SARS-CoV-2 infection and separate them from other persons and animals at home (1).","Can we transmit the virus to pets? No, we can't",Refutes,67,Can animals spread COVID-19?
11970,"the greater susceptibility of individuals with underlying cardiovascular conditions to develop more severe Covid-19 with higher mortality rate is likely to be confounded, in part, by age and the type of co-morbidities. Patients with heart failure or chronic kidney disease might show an excess risk",New study warns of COVID-19 impact on cardiovascular health,Neutral,22,are heart complications likely in patients with COVID-19?
6609,"At this time there is no clear evidence that smoking is protective against COVID-19, so the established recommendations to avoid smoking should be emphasized.",smokers less likely to catch COVID-19,Refutes,63,Can smoking help in preventing COVID-19?
2128,Our models predict these strict social distancing measures caused a 79% and 61% reduction in the daily cases of COVID-19 across Australia and New Zealand respectively. This provides both evidence and impetus for governments considering similar measures in response to COVID-19 and other pandemics.,"both in the U.S. and globally, that social distancing policies led to a decrease in community mobility.",Supports,10,has social distancing had an impact on slowing the spread of COVID-19?
13341,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.","if your immune system is string, covid-19 can not harm your body",Neutral,3,will SARS-CoV2 infected people develop immunity?
7414,"When compared to exclusive paracetamol users, no differences were observed in mortality rates or the need for respiratory support among patients using ibuprofen.",the use of ibuprofen does lead to more sever coronaviru outcomes,Refutes,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
2173,Our models predict these strict social distancing measures caused a 79% and 61% reduction in the daily cases of COVID-19 across Australia and New Zealand respectively. This provides both evidence and impetus for governments considering similar measures in response to COVID-19 and other pandemics.,There is Potential Role of Social Distancing in Mitigating Spread of Coronavirus Disease,Supports,10,has social distancing had an impact on slowing the spread of COVID-19?
5730,Universal immunization of BCG can provide great protection against the COVID-19 infection because the BCG vaccine gives broad protection against respiratory infections.,"BCG: Can a vaccine from 1921 save lives from Covid-19? The vaccine was designed to stop tuberculosis, but there is some evidence it can protect against other infections as well.",Supports,54,can bcg vaccine cure covid-19
3291,"The severity of coronavirus 2019 infection (COVID-19) is determined by the presence of pneumonia, severe acute respiratory distress syndrome (SARS-CoV-2), myocarditis, microvascular thrombosis and/or cytokine storms, all of which involve underlying inflammation.",Vitamin D Lower Your Risk of COVID-19,Neutral,42,Does Vitamin D impact COVID-19 prevention and treatment?
6871,ferrets and cats are highly susceptible to SARS-CoV-2 as infected by virus inoculation and can transmit the virus directly or indirectly by droplets or airborne routes.,"Can Pets Get or Spread COVID-19? No, they can't",Refutes,67,Can animals spread COVID-19?
3855,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).",Vitamin D and covid-19: enough evidence to recommend supplements,Supports,42,Does Vitamin D impact COVID-19 prevention and treatment?
9908,"Surgical mask partition for challenged index or nave hamsters significantly reduced transmission to 25% (6/24, P=0.018).",Does A Cloth Mask Protect Me From COVID-19? Yes ,Supports,125,Does a surgical mask help avoid COVID-19?
9008,Several studies suggest that acquired immunity may protect upon further exposure to SARSCOV2,immunity to the new coronavirus may last at least that long.,Supports,93,Are you immune to COVID-19 after recovering from it?
4863,"The majority of documents encouraged the consumption of fruits, vegetables, and whole grain foods. Thirty-one percent of the guidelines highlighted the importance of minerals and vitamins such as zinc and vitamins C, A, and D to maintain a well-functioning immune system.",The purpose of this study is to examine the impact of ascorbic acid (vitamin c) and zinc gluconate in reducing duration of symptoms in patients diagnosed with coronavirus disease 2019 (COVID-19),Neutral,51,Does Vitamin C impact COVID-19 prevention and treatment?
