id,claim,negated_claim,label_original,label_negated
VL001284,"During the 2005 fight over Social Security, ""there were noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.","During the 2005 fight over Social Security, ""there were not noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.",false,true
VL001285,Erdogan says Turkey will overcome coronavirus in two-three weeks; school closures extended.,Erdogan says Turkey will not overcome coronavirus in two-three weeks; school closures extended.,true,false
VL001286,A woman sought medical help to remove a deer tongue she had used for self-pleasuring purposes.,A woman sought medical help to remove a deer tongue she had not used for self-pleasuring purposes.,true,false
VL001289,Kirk Watson Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,Kirk Watson Says carbon monoxide is not still employed to euthanize dogs and cats in 29 Texas animal shelters.,true,false
VL001292,"During wartime, the Seal of the President of the United States is modified so that the eagle's head faces the opposite direction.","During wartime, the Seal of the President of the United States is not modified so that the eagle's head faces the opposite direction.",false,true
VL001293,New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus,New study: The flu vaccine is not 'significantly associated' with an increased risk of coronavirus.,false,true
VL001297,Five minutes in the green can boost self esteem.,Five minutes in the green can not boost self esteem.,true,false
VL001299,Dutch teen author Noa Pothoven was voluntarily euthanized.,Dutch teen author Noa Pothoven was not voluntarily euthanized.,false,true
VL001312,How barbershops could help lower blood pressure,How barbershops could not help lower blood pressure.,true,false
VL001316,Cortisol levels in children's hair may reveal future mental health risk,Cortisol levels in children's hair may not reveal future mental health risk.,false,true
VL001318,North Dakota governor says controlling hotspot is weeks away.,North Dakota governor says controlling hotspot is not weeks away.,true,false
VL001322,Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.,Individuals with a high net worth are not ineligible to serve in the military because they are more likely to be insubordinate.,false,true
VL001323,Bill White has presided over the construction of what may be the world's largest abortion clinic.,Bill White has not presided over the construction of what may be the world's largest abortion clinic.,false,true
VL001326,The novel coronavirus was “man-made.”,The novel coronavirus was not “man-made.”.,false,true
VL001330,A Japanese man was found dead months after being crushed by huge pile of pornography.,A Japanese man was not found dead months after being crushed by huge pile of pornography.,false,true
VL001331,The family of Anne Frank sought (and was denied) refugee status in the United States.,The family of Anne Frank sought (and was not denied) refugee status in the United States.,true,false
VL001334,"Newport developed marijuana cigarettes which will be available for purchase ""next year.","Newport developed marijuana cigarettes which will not be available for purchase ""next year.",false,true
VL001339,Facebook post Says series of 11 photos are “from the 1918 flu pandemic.”,Facebook post Says series of 11 photos are not “from the 1918 flu pandemic.”.,false,true
VL001343,"Ted Cruz Says both Donald Trump and Hillary Clinton say Planned Parenthood is ""terrific and that it should keep taxpayer funding.","Ted Cruz Says both Donald Trump and Hillary Clinton say Planned Parenthood is not ""terrific and that it should keep taxpayer funding.",false,true
VL001345,Planned Parenthood: States should oppose Trump ‘gag rule’.,Planned Parenthood: States should not oppose Trump ‘gag rule’.,true,false
VL001346,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,Virginia has not “lagged behind other states when it comes to (covid-19) testing.”.,true,false
VL001348,"Drugs may make stents deadly, study says","Drugs may not make stents deadly, study says.",false,true
VL001351,Stay-at-home orders “actually are the law of these states.”,Stay-at-home orders “actually are not the law of these states.”.,true,false
VL001355,The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.,The Democrats have not already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.,false,true
VL001356,Wells Fargo and Chase are invested in the Dakota Access Pipeline.,Wells Fargo and Chase are not invested in the Dakota Access Pipeline.,true,false
VL001357,Coca-Cola is an effective contraceptive.,Coca-Cola is not an effective contraceptive.,false,true
VL001359,“President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.”,“President Trump has not banned welfare for illegal immigrants which will save $57.4 billion a year.”.,false,true
VL001360,"Ben Carson Says he ""didn’t have an involvement with"" nutritional supplement company Mannatech.","Ben Carson Says he ""didn’t have not an involvement with"" nutritional supplement company Mannatech.",false,true
VL001362,New Therapy for Enlarged Prostate May Bypass Unpleasant Side Effects,New Therapy for Enlarged Prostate May not Bypass Unpleasant Side Effects.,false,true
VL001367,Test may help predict colon cancer recurrence risk,Test may not help predict colon cancer recurrence risk.,true,false
VL001369,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.","A three-cents-per-ounce soda tax in Philadelphia ""would not result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",false,true
